Show,Show.Number,YoN,Title,Artist,Year,JD,Hunter,Steve,Dave,YACHTSKI
YON55,147,NYACHT,Trying to Love Two Women,Oakridge Boys,1980,5,3,2,4,3.5
YON56,148,YACHT,You,George Duke,1982,90,90,86,85,87.75
YON56,148,YACHT,Ms. Marlene,Donald Fagen,2012,55,52,52,51,52.5
YON56,148,NYACHT,Hearts,Marty Balin,1981,44,56,53,45,49.5
YON56,148,NYACHT,Forever,Player,1978,21,47,36,32,34
YON56,148,NYACHT,I Took A Chance,Randy Goodrum,1991,12,18,19,31,20
YON56,148,NYACHT,Jane,Ben Folds Five,1999,12,12,20,28,18
YON57,149,YACHT,If I Saw You Again,Pages,1978,56,69,74,68,66.75
YON57,149,YACHT,You Like Me Don't You,Jermaine Jackson,1980,75,58,63,65,65.25
YON57,149,YACHT,Money Alone,Jimmy Messina,1981,72,53,68,59,63
YON57,149,NYACHT,A Matter of Pride,The Tubes,1981,25,51,40,41,39.25
YON57,149,NYACHT,Come Dancing,Jeff Beck,1976,35,28,31,25,29.75
YON57,149,NYACHT,The Part You Play,Baby Teeth,2009,9,7,8,15,9.75
YON58,150,YACHT,Drawn To The Light,Paul Clark,1982,79,85,77,80,80.25
YON58,150,YACHT,Slippin Away,Leon Ware,1982,69,70,79,75,73.25
YON58,150,YACHT,Sleep On It,Larry John McNally,1981,60,62,66,62,62.5
YON58,150,YACHT,Being With You,Smokey Robinson,1981,55,51,52,60,54.5
YON58,150,NYACHT,Waiting For A Girl Like You,Foreigner,1981,30,41,34,25,32.5
YON58,150,NYACHT,Sister Golden Hair,America,1975,2,5,9,5,5.25
YON59,151,YACHT,My Love is Forever,Prince,1978,72,65,62,68,66.75
YON59,151,YACHT,Nightwalker,Gino Vannelli,1981,49,57,56,58,55
YON59,151,NYACHT,Livin' In America,Donna Summer,1982,41,48,47,45,45.25
YON59,151,NYACHT,Bad Advice,Chicago,1982,45,41,47,32,41.25
YON59,151,NYACHT,Raging Waters,Al Jarreau,1984,33,49,38,42,40.5
YON59,151,NYACHT,Everybody Knows Your Name,Gary Portnoy,1982,20,29,31,18,24.5
YON60,152,YACHT,Fragments of Time,Daft Punk,2013,75,63,75,58,67.75
YON60,152,YACHT,The Awakening,Narada Michael Walden,1979,55,58,63,49,56.25
YON60,152,YACHT,On the Clock,Bronze,2009,50,52,55,46,50.75
YON60,152,NYACHT,I Like It,Debarge,1982,48,47,41,44,45
YON60,152,NYACHT,Paging Audrey,Walter Becker,2008,38,41,36,28,35.75
YON60,152,NYACHT,Hula Hula Girls,Warren Zevon,1982,11,13,10,8,10.5
YON61,153,YACHT,How Do Fools Survive,Doobie Brothers,1978,61,64,73,71,67.25
YON61,153,YACHT,Love Takes Times,Orleans,1979,79,59,66,65,67.25
YON61,153,YACHT,Close To You,Gary Wright,1981,78,64,61,63,66.5
YON61,153,YACHT,Isn't It Always Love,Nicolette Larson,1979,62,63,65,68,64.5
YON61,153,NYACHT,Listen! (Just Want You),Charlie Dore,1981,57,48,42,32,44.75
YON61,153,NYACHT,Easy For You To Say,Linda Ronstadt,1982,39,37,38,30,36
YON61,153,NYACHT,Still the One,Orleans,1976,20,39,40,26,31.25
YON62,154,YACHT,(I Hang) On Your Every Word,Amy Holland,1983,62,69,71,64,66.5
YON62,154,YACHT,You Never Change,Doobie Brothers,1978,60,64,59,62,61.25
YON62,154,YACHT,New York Town,State Cows,2010,54,61,62,51,57
YON62,154,NYACHT,Estrelar,Marcos Valle,1983,34,50,58,43,46.25
YON62,154,NYACHT,Take It Easy On Me,Littel River Band,1981,38,35,33,29,33.75
YON62,154,NYACHT,Shout to the Top,The Style Council,1984,23,43,34,32,33
YON63,155,YACHT,Right Through the Heart,Byrne & Barnes,1981,78,74,69,67,72
YON63,155,YACHT,Right Through the Heart,Michael Johnson,1980,78,69,71,65,70.75
YON63,155,YACHT,Believe or Not,Joey Scarbury,1981,52,49,65,59,56.25
YON63,155,YACHT,You Did Cut Me,China Crisis,1985,59,49,61,47,54
YON63,155,NYACHT,Overdue,Tyrone Davis,1980,45,46,51,52,48.5
YON63,155,NYACHT,Deeper Than The Night,Olivia Newton John,1978,42,49,48,50,47.25
YON63,155,NYACHT,Shining Star,The Manhattans,1980,38,49,38,38,40.75
YON64,156,YACHT,I'll Put Some Love,Booker T. Jones,1978,78,81,74,78,77.75
YON64,156,YACHT,One Way Ticket,Bill Champlin,1981,72,71,79,84,76.5
YON64,156,YACHT,Mon Ami-e,Diane Tell,1982,67,80,76,75,74.5
YON64,156,YACHT,Maybe It's Love Affair,Toshiki Kadomatsu,1984,49,51,62,50,53
YON64,156,NYACHT,Love Is Why,Gary Wright,1979,44,31,41,31,36.75
YON64,156,NYACHT,Ducktales,Nick Nadel,1987,30,31,28,25,28.5
YON65,157,YACHT,How Much I Feel,Ambrosia,1978,60,59,68,53,60
YON65,157,YACHT,Island In the Sun,Minnie Riperton,1980,54,41,59,48,50.5
YON65,157,NYACHT,Moon Crystal,m83,2016,39,49,52,35,43.75
YON65,157,NYACHT,Golden Time of Day,Maze,1978,44,41,38,44,41.75
YON65,157,NYACHT,"Wynken, Blynken and Nod",Doobie Brothers,1980,30,30,25,25,27.5
YON66,158,YACHT,That's How You Start Over,Diana Ross,1983,93,87,93,89,90.5
YON66,158,YACHT,I've Been Played The Fool Again,Karizma,1983,79,85,86,82,83
YON66,158,YACHT,Crazy,Valerie Carter,1978,78,72,67,63,70
YON66,158,YACHT,The Wonder of it All,Adrian Gurvitz,1979,72,60,64,65,65.25
YON66,158,YACHT,Can I Touch You There?,Leon Ware,1982,63,67,58,55,60.75
YON66,158,YACHT,Love Will Make It Right,Diana Ross,1983,55,54,56,52,54.25
YON66,158,NYACHT,Games People Play,Alan Parsons Project,1980,41,43,47,34,41.25
YON67,159,YACHT,Takin' It to the Streets,Doobie Brothers,1976,88,76,70,90,81
YON67,159,NYACHT,Even The Nights Are Better,Air Supply,1982,28,30,40,28,31.5
YON67,159,NYACHT,I'm Not In Love,10cc,1975,15,30,33,27,26.25
YON67,159,NYACHT,Daisy Jane,America,1975,7,19,22,15,15.75
YON67,159,NYACHT,All Out Of Love,Air Supply,1980,2,18,30,10,15
YON67,159,NYACHT,Show and Tell,Al Wilson,1973,9,22,16,12,14.75
YON67,159,NYACHT,Dreadlock Holiday,10cc,1978,8,30,9,11,14.5
YON67,159,NYACHT,Horse With No Name,America,1972,1,19,15,2,9.25
YON67,159,NYACHT,Ventura Highway,America,1972,0.5,20,11,4,8.875
YON68,160,YACHT,Never Be The Same,Christopher Cross,1979,91,90,92,91,91
YON68,160,YACHT,Just the Two Of Us,Bill Withers,1981,69,71,72,75,71.75
YON68,160,YACHT,Save Me,Dave Mason,1980,59,52,52,56,54.75
YON68,160,NYACHT,Carribean Queen,Billy Ocean,1984,52,53,45,45,48.75
YON68,160,NYACHT,Eye In The Sky,Alan Parsons Project,1982,42,51,54,28,43.75
YON68,160,NYACHT,State of Independence,Donna Summer,1982,30,33,17,25,26.25
YON68,160,NYACHT,Rock The Boat,Hues Corporation,1973,28,9,21,14,18
YON68,160,NYACHT,Show Me the Way,Peter Frampton,1975,3,7,1,7,4.5
YON69,161,YACHT,I Really Don't Know Anymore,Christopher Cross,1979,90,89,92,87,89.5
YON69,161,YACHT,Running with the Night,Lionel Ritchie,1983,83,80,74,86,80.75
YON69,161,NYACHT,Let Me Love You Tonight,Pure Prairie League,1980,49,38,49,40,44
YON69,161,NYACHT,She's Gone,Hall & Oates,1973,42,41,43,45,42.75
YON69,161,NYACHT,Gino (The Manager),Hall & Oates,1975,35,29,32,33,32.25
YON69,161,NYACHT,Cool Change,Little River Band,1979,19,32,48,23,30.5
YON69,161,NYACHT,When the Feeling Comes Around,Jennifer Warnes,1979,25,19,38,28,27.5
YON69,161,NYACHT,Devil Woman,Cliff Richard,1976,19,20,30,15,21
YON69,161,NYACHT,"Ride, Captain Ride",Blues Image,1970,9,21,14,18,15.5
YON69,161,NYACHT,Baby I'm A Want You,Bread,1972,8,16,25,12,15.25
YON69,161,NYACHT,Dance with Me,Orleans,1975,17,10,22,12,15.25
YON69,161,NYACHT,Drift Away,Dobie Gray,1973,2,11,2,3,4.5
YON70,162,YACHT,Kid Charlemagne,Steely Dan,1976,89,94,93,87,90.75
YON70,162,YACHT,Seeing Is Believing,Paulinho Da Costa,1979,74,73,68,64,69.75
YON70,162,NYACHT,Story of My Life,Real Thing,1979,45,50,55,38,47
YON70,162,NYACHT,Vahevala,Loggins & Messina,1971,40,30,40,40,37.5
YON70,162,NYACHT,"My Girl (Gone, Gone, Gone)",Chilliwack,1981,39,31,44,32,36.5
YON70,162,NYACHT,Dreams,Fleetwood Mac,1977,31,40,35,22,32
YON70,162,NYACHT,Just Another Day in Paradise,Bertie Higgins,1982,38,20,35,25,29.5
YON70,162,NYACHT,Miami,Randy Newman,1983,30,33,17,30,27.5
YON70,162,NYACHT,Running On Empty,Jackson Browne,1977,35,23,23,25,26.5
YON70,162,NYACHT,One of these Nights,Eagles,1979,31,19,24,21,23.75
YON70,162,NYACHT,Just Remember I Love You,Firefall,1977,12,16,32,9,17.25
YON70,162,NYACHT,Just a Song Before I Go,"Crosby, Stills, and Nash",1977,12,9,15,10,11.5
YON71,163,YACHT,You're Out to Lose,Pablo Cruise,1978,92,90,86,88,89
YON71,163,YACHT,Gimme the Night,George Benson,1980,84,73,95,83,83.75
YON71,163,YACHT,It Keeps You Runnin',Doobie Brothers,1976,78,92,78,67,78.75
YON71,163,YACHT,You Belong to Me,Doobie Brothers,1977,75,72,73,73,73.25
YON71,163,YACHT,Nite Crawler,Larry Carlton,1978,51,51,57,54,53.25
YON71,163,YACHT,It's You,"Stevie Wonder, Dionne Warwick",1984,50,42,56,55,50.75
YON72,164,YACHT,Living Without Your Love,The Imperials,1979,78,83,77,80,79.5
YON72,164,YACHT,The Hits Just Keep On Coming,Far Cry,1980,80,69,68,72,72.25
YON72,164,YACHT,Cowboy,Michael Sambello,1983,67,61,74,61,65.75
YON72,164,YACHT,Why Don't We Sleep On It Tonight,Glen Campbell,1981,55,50,65,48,54.5
YON72,164,NYACHT,Love Has Come of Age,Kenny Loggins,1979,49,47,53,40,47.25
YON72,164,NYACHT,Tranquillo (Melt My Heart),Carly Simon,1978,50,46,42,40,44.5
YON72,164,NYACHT,We Are One,Maze,1983,45,47,47,38,44.25
YON73,165,YACHT,Babylon Sisters,Steely Dan,1980,88,90,93,85,89
YON73,165,YACHT,Let Her Get Away,Roger Voudouris,1981,85,70,73,76,76
YON73,165,YACHT,Nothing Is Your Own,Michael Martin Murphey,1978,74,63,76,65,69.5
YON73,165,YACHT,Good News,Red Rider,1979,69,57,66,62,63.5
YON73,165,YACHT,Small Town Lovers,The Association,1981,64,63,61,55,60.75
YON73,165,NYACHT,Zanzibar,Billy Joel,1978,49,42,41,35,41.75
YON74,166,YACHT,Just In Time,Doobie Brothers,1980,66,68,63,68,66.25
YON74,166,YACHT,Sue Sad,Patrick Simmons,1983,57,61,69,57,61
YON74,166,YACHT,Back on the Road,"Earth, Wind, & Fire",1980,67,53,58,49,56.75
YON74,166,YACHT,Great Expectations,Dan Siegel,1982,60,52,60,48,55
YON74,166,YACHT,If You Only Knew,Ned Doheny,1979,50,59,61,45,53.75
YON74,166,YACHT,Down In Flames,Robert Kraft,1979,40,59,64,46,52.25
YON74,166,NYACHT,Mixed-Up Guy,Jimmy Webb,1977,43,45,39,43,42.5
YON75,167,YACHT,Sunny Hills,Bobby Caldwell,1982,59,62,77,52,62.5
YON75,167,YACHT,Living Off The Love,Eric Tagg,1977,40,73,75,52,60
YON75,167,YACHT,"Two Hearts, One Love",Kenny Rogers,1984,59,57,62,55,58.25
YON75,167,NYACHT,No Getting Around My Love,Balance,1981,42,49,40,35,41.5
YON75,167,NYACHT,Somebody Please,Mary MacGregor,1980,35,45,37,38,38.75
YON75,167,NYACHT,Key To You,David Benoit,1988,20,46,46,41,38.25
YON75,167,NYACHT,Victim of Love,Elton John,1979,33,34,34,33,33.5
YON76,168,YACHT,Kiss on My List,Hall & Oates,1980,65,63,56,64,62
YON76,168,YACHT,Love is Here,Jim Messina,1979,61,53,68,55,59.25
YON76,168,YACHT,Sexy Eyes,Dr. Hook,1979,54,49,57,49,52.25
YON76,168,NYACHT,It's a Laugh,Hall & Oates,1978,49,41,44,43,44.25
YON76,168,NYACHT,Jack and Jill,Ray Parker Jr. and Raydio,1978,38,34,38,39,37.25
YON76,168,NYACHT,Reunited,Peaches and Herb,1979,27,29,30,32,29.5
YON77,169,YACHT,That First Night,Joseph Williams,1982,78,63,77,76,73.5
YON77,169,YACHT,Going to Shangri-La,Atlanta Rhythm Section,1981,72,69,70,72,70.75
YON77,169,YACHT,Fallin' In Love With Love,John Schneider,1981,69,59,69,75,68
YON77,169,YACHT,Bad Sneakers,Steely Dan,1975,59,50,73,63,61.25
YON77,169,YACHT,If It's Not What You're Looking For,Kenny Loggins,1982,60,53,66,50,57.25
YON77,169,NYACHT,Phantom Writer,Gary Wright,1977,25,28,28,31,28
YON78,170,YACHT,Trail To Your Heart,Bill LaBounty,1979,90,91,84,86,87.75
YON78,170,YACHT,I Got the News,Steely Dan,1977,82,68,79,78,76.75
YON78,170,YACHT,The Way,The Gap Band,1980,77,80,72,66,73.75
YON78,170,YACHT,Walnut Hill,Chris Christian,1981,65,62,64,57,62
YON78,170,YACHT,Takin It Back,Toto,1978,59,63,62,60,61
YON78,170,NYACHT,Set Me Free,Utopia,1980,44,39,45,39,41.75
YON78,170,NYACHT,Taking A Cold Look,I-Ten,1983,30,34,35,22,30.25
YON79,171,YACHT,How Do I Survive,Amy Holland,1980,89.9,89,93,79.5,87.85
YON79,171,YACHT,Leave Me Alone Tonight,Dave Raynor,1981,81,78,76,83,79.5
YON79,171,YACHT,Let's Go Up,Diana Ross,1983,76,75,74,75,75
YON79,171,YACHT,I Believe In Love,Kenny Loggins,1977,62,49,68,54,58.25
YON79,171,NYACHT,Good Friends,Joni Mitchell w/Michael McDonald,,51,47,46,49,48.25
YON79,171,NYACHT,Pamela,Toto,1988,45,42,54,49,47.5
YON80,172,YACHT,Hot Summernights,Balance,1981,59,50,50,55,53.5
YON80,172,YACHT,Falling,Charlie Dore,1979,51,50,48,51,50
YON80,172,NYACHT,Sweet Love,Anita Baker,1986,49,49,44,39,45.25
YON80,172,NYACHT,Sweet Merilee,Donnie Iris and the Cruisers,1981,18,29,26,26,24.75
YON80,172,NYACHT,Love Has Found Its Way,Dennis Brown,1981,15,28,12,24,19.75
YON80,172,NYACHT,Girls Like Me,Bonnie Hayes and the Wild Combo,1982,11,9,17,19,14
YON81,173,YACHT,Keep a Light On,Maxus,1981,88,69,77,81,78.75
YON81,173,YACHT,It's Something!,Brenda Russell,1983,75,73,76,82,76.5
YON81,173,YACHT,My Baby,David Pack,1985,58,62,78,53,62.75
YON81,173,NYACHT,Romancing the Stone,Alan Silvestri,1984,40,46,38,40,41
YON81,173,NYACHT,All I Need,Jack Wagner,1984,27,42,35,32,34
YON81,173,NYACHT,Wham Bam Shang-A-Lang,Silver,1976,24,23,21,32,25
YON82,174,YACHT,Sure Enough,Tom Scott,1982,95,93,89,93,92.5
YON82,174,YACHT,Never Gonna Let You Go,Michael Miglio,1980,65,64,72,78,69.75
YON82,174,YACHT,What Cha Gonna Do For Me,Chaka Khan,1981,75,65,71,64,68.75
YON82,174,YACHT,(If It) Hurts Just A Little,Donna Summer,1983,62,68,64,48,60.5
YON82,174,NYACHT,Ship In the Night,Murray McLauchlan,1980,28,19,30,25,25.5
YON82,174,NYACHT,Kokomo,Beach Boys,1988,0,11,10,2,5.75
YON83,175,YACHT,Right From Wrong,Henrik Hansson,2018,84,78,84,82,82
YON83,175,YACHT,Clearly Kim,Pages,1978,57,61,61,57,59
YON83,175,NYACHT,I'm Alright,Kenny Loggins,1980,45,52,40,42,44.75
YON83,175,NYACHT,Don't You Know,Jan Hammer Group,1977,35,26,33,20,28.5
YON83,175,NYACHT,It's a Long Way There,Little River Band,1975,18,22,28,20,22
YON83,175,NYACHT,Am I A Dreamer,Kelly Groucutt,1982,11,13,18,10,13
YON84,176,YACHT,Making Love,Finis Henderson,1983,86,90,86,79,85.25
YON84,176,YACHT,Green Flower Street,Donald Fagen,1982,78,70,83,70,75.25
YON84,176,YACHT,We Had A Love So Strong,Randy Crawford,1982,69,59,62,62,63
YON84,176,YACHT,If I Had My Wish Tonight,Dave Loggins,1979,75,58,55,62,62.5
YON84,176,NYACHT,Skippin,Ramsey Lewis,1977,42,35,32,28,34.25
YON84,176,NYACHT,Studio Musician,Rupert Holmes,1975,38,12,45,26,30.25
YON84,176,NYACHT,Single Handed Sailor,Dire Straits,1979,21,28,16,20,21.25
YON85,177,YACHT,Release Yourself,Marc Jordan,1979,88,79,85,84,84
YON85,177,YACHT,Call Me,Bill Wolfer,1982,72,67,73,64,69
YON85,177,YACHT,Snapshot,Sylvia,1983,60,51,47,48,51.5
YON85,177,NYACHT,Somebody Took My Love,Durell Coleman,1985,45,47,44,42,44.5
YON85,177,NYACHT,Can't Keep a Secret,Mike Finnigan,1978,42,47,42,42,43.25
YON85,177,NYACHT,I've Got Somebody,Tanya Tucker,1980,38,50,37,25,37.5
YON86,178,YACHT,Something Special,Quincy Jones,1981,99,85,87,89,90
YON86,178,YACHT,Glamour Profession,Steely Dan,1980,85,79,86,72,80.5
YON86,178,YACHT,Foolin' Around,"Lou Rawls, Desiree Goyette",1982,62,53,64,55,58.5
YON86,178,YACHT,Late Summer Night,Mike Francis,1984,60,54,59,56,57.25
YON86,178,NYACHT,Don't Go Breaking My Heart,"Elton John, Kiki Dee",1976,42,29,38,25,33.5
YON86,178,NYACHT,Heart Of The Night,Poco,1978,38,30,34,26,32
YON87,179,YACHT,Blame It On The Night,Finis Henderson,1983,88,94,87,90,89.75
YON87,179,YACHT,Jamie,Debby Boone,1979,75,51,84,58,67
YON87,179,YACHT,Fool In Line,Starbuck,1977,59,46,48,50,50.75
YON87,179,YACHT,Magic,Olivia Newton John,1980,48,53,44,55,50
YON87,179,NYACHT,Everybody Be Dancin',Starbuck,1977,55,44,51,38,47
YON87,179,NYACHT,Sweet Life,Paul Davis,1977,28,34,31,42,33.75
YON88,180,YACHT,Slipping Away,Marc Jordan,1983,84,83,80,84,82.75
YON88,180,YACHT,Proud,The Joe Chemay Band,1981,59,56,67,58,60
YON88,180,YACHT,City Boy,Sarah Dash,1981,62,53,53,50,54.5
YON88,180,NYACHT,Who Will The Next Fool Be,Leo Sayer,1979,45,45,56,42,47
YON88,180,NYACHT,Eye To Eye,Chaka Khan,1984,41,47,46,40,43.5
YON88,180,NYACHT,Don't Fight It,"Kenny Loggins, Steve Perry",1982,25,40,40,31,34
YON89,181,NYACHT,This Night Won't Last Forever,Bill LaBounty,1978,40,46,40,43,42.25
YON89,181,NYACHT,If You Want It,Niteflyte,1979,48,50,46,45,47.25
YON89,181,NYACHT,Bad Man's Song,Tears For Fears,1989,9,23,37,15,21
YON89,181,NYACHT,What Kind Of Fool Am I?,Rick Springfield,1982,39,18,34,32,30.75
YON89,181,YACHT,Brand New Start,Jess Roden,1980,50,51,52,52,51.25
YON89,181,NYACHT,Saturday In The Park,Chicago,1972,20,24,25,20,22.25
YON89,181,NYACHT,I Love A Rainy Night,Eddie Rabbitt,1980,12,15,5,18,12.5
YON89,181,NYACHT,Peaceful Easy Feeling,Eagles,1972,3,2,0,0,1.25
YON89,181,NYACHT,Night Fever,Bee Gees,1977,25,24,19,18,21.5
YON89,181,NYACHT,More Than A Feeling,Boston,1976,2,6,11,10,7.25
YON90,182,YACHT,Cancun,Jay Gruska,1984,52,54,59,60,56.25
YON90,182,NYACHT,Easy To Love,Leo Sayer,1977,45,55,47,42,47.25
YON90,182,YACHT,If I'm Dreamin' Don't Wake Me,Lee Ritenour,1986,38,50,64,48,50
YON90,182,YACHT,Tes Yeux,Diane Tell,1987,84,82,77,85,82
YON90,182,YACHT,Ce Matin-là,Martine St-Clair,1986,53,56,56,59,56
YON90,182,NYACHT,No One Emotion,George Benson,1985,42,54,51,48,48.75
YON91,183,YACHT,Now We May Begin,Randy Crawford,1980,49,52,47,56,51
YON91,183,YACHT,Mystery Girl,Bugatti & Musker,1982,56,65,74,71,66.5
YON91,183,YACHT,Rolo Tony,Tim and Eric,2008,59,51,53,55,54.5
YON91,183,YACHT,Whatever Is Is,Heat,1980,49,60,61,52,55.5
YON91,183,NYACHT,Lite Me Up!,Herbie Hancock,1982,42,48,50,45,46.25
YON91,183,NYACHT,Silly Love Songs,Wings,1976,42,32,37,38,37.25
YON91,183,YACHT,Heart To Heart,Bobby King,1981,80,73,69,75,74.25
YON92,184,YACHT,Any Major Dude Will Tell You,Steely Dan,1974,65,49,56,54,56
YON92,184,YACHT,Let Me Know If It's Over,Paul Davis,1980,68,50,51,55,56
YON92,184,NYACHT,It's Uncanny,Hall & Oates,1977,41,48,46,48,45.75
YON92,184,YACHT,Lookin' Out For Number One,Carole King,1982,66,51,58,55,57.5
YON92,184,YACHT,Open Your Eyes,Bobby Caldwell,1980,88,75,77,80,80
YON92,184,YACHT,The Higher You Rise,Maxus,1981,58,76,88,82,76
YON93,185,NYACHT,I'll Supply The Love,Toto,1979,39,41,44,40,41
YON93,185,NYACHT,Them Changes,Thundercat,2017,10,20,26,18,18.5
YON93,185,NYACHT,We Just Disagree,Dave Mason,1977,15,18,26,12,17.75
YON93,185,NYACHT,Love Assistant,Naoko Kawai,1984,38,36,45,40,39.75
YON93,185,YACHT,Signals,Greg Phillinganes,1984,52,70,61,51,58.5
YON93,185,NYACHT,What's Love Got to Do With It,Tina Turner,1984,51,46,40,48,46.25
YON94,186,YACHT,Hotel California,Rene & Angela,1980,66,59,40,58,55.75
YON94,186,NYACHT,Late In The Evening,Paul Simon,1980,28,31,22,30,27.75
YON94,186,NYACHT,Night By Night,Steely Dan,1974,49,45,51,43,47
YON94,186,YACHT,Pryor's Place Theme,Ray Parker Jr.,1984,75,71,74,80,75
YON94,186,NYACHT,Amie,Pure Prairie League,1973,5,18,11,9,10.75
YON94,186,NYACHT,"Baby, What A Big Surprise",Chicago,1977,10,7,18,12,11.75
YON94,186,NYACHT,Best Of My Love,Eagles,1974,0,2,1,3,1.5
YON94,186,NYACHT,Crazy Love,Poco,1978,12,19,20,8,14.75
YON94,186,NYACHT,Diamond Girl,Seals and Crofts,1973,40,42,35,38,38.75
YON95,187,YACHT,Don't Take Me Alive,Steely Dan,1976,85,76,74,65,75
YON95,187,YACHT,Power of Gold,Dan Fogelberg,1978,54,51,68,56,57.25
YON95,187,YACHT,It's Something,Leslie Smith,1982,69,64,73,66,68
YON95,187,YACHT,I Can't Stop This Feelin',Pure Prairie League,1980,70,71,70,67,69.5
YON95,187,YACHT,Heartbreak In The Making,Ned Doheny,1988,55,52,66,55,57
YON95,187,YACHT,"Oh Me, Oh My",213,2019,60,67,72,57,64
YON96,188,NYACHT,Freedom,Pointer Sisters,1985,43,47,56,45,47.75
YON96,188,YACHT,Stay With Me,DeBarge,1983,60,61,73,58,63
YON96,188,YACHT,Midnight Lady,Jolis & Simone,1979,70,76,69,80,73.75
YON96,188,YACHT,Lost In The Hurrah,Marc Jordan,1979,75,76,77,75,75.75
YON96,188,NYACHT,As Long As We've Got Each Other,B.J. Thomas/Jennifer Warnes,1985,38,42,51,35,41.5
YON96,188,NYACHT,The Goodbye Look,Donald Fagen,1982,42,41,44,35,40.5
YON97,189,YACHT,Pieces Of A Dream,Fo Fi Fo,1983,50,53,52,55,52.5
YON97,189,NYACHT,With Your Love,Jefferson Starship,,35,40,42,28,36.25
YON97,189,YACHT,Gettin' To The Good Part,Herbie Hancock,,51,51,51,49,50.5
YON97,189,NYACHT,Learn To Love Again,Amy Holland/Chris Farren,,20,30,29,23,25.5
YON97,189,NYACHT,Your Love Is Driving Me Crazy,Sammy Hagar,,11,39,8,18,19
YON97,189,YACHT,Be Yourself,Logic System,,50,50,53,47,50
YON98,190,NYACHT,Insincere,Planet 3,,11,9,5,16,10.25
YON98,190,YACHT,Casablanca,Dane Donahue,,67,65,70,60,65.5
YON98,190,YACHT,Tonight You Made My Day,Peter Allen,,60,62,69,68,64.75
YON98,190,NYACHT,Sarah,Thin Lizzy,,38,11,30,35,28.5
YON98,190,NYACHT,Lo Borges,Todo Prazer,,42,30,34,25,32.75
YON98,190,NYACHT,How About Midnight On The Bay,Stills Young Band,,1,10,14,12,9.25
YON99,191,NYACHT,Do It Again,Steely Dan,,42,42,44,30,39.5
YON99,191,NYACHT,Captain Caribe,Dave Grusin,,44,46,52,54,49
YON99,191,YACHT,Can't Stop Runnin',Roby Duke,,90,91,89,90.5,90.125
YON99,191,NYACHT,Melody,David Crosby,,46,47,43,40,44
YON99,191,YACHT,It Was So Easy,Stacy Lattisaw,,54,52,63,49,54.5
YON99,191,YACHT,Song Of The Whales,"Bleu McAuley, Joshua Kauffman",2016,50,50,56,44,50
YON100,192,YACHT,What A Fool Believes,Kenny Loggins,1978,70,75,72,79,74
YON100,192,YACHT,Peppermint Park,Paul Hart,,55,51,58,60,56
YON100,192,NYACHT,Ghost Ship,Blur,,15,11,17,15,14.5
YON100,192,NYACHT,She Got The Radio,Corey Hart,1983,35,15,30,31,27.75
YON100,192,NYACHT,Ebony Eyes,Bob Welch,1977,31,12,26,25,23.5
YON100,192,NYACHT,The Dragon,The Grand Theft All Star Band,1992,41,40,52,37,42.5
